name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
houston,2023-01-01T00:00:00,60.6,60.6,60.4,99.37,0,0,,0,0,10.3,10,177,1014,47.1,3.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T01:00:00,60.6,60.6,58.9,93.97,0,0,,0,0,9.2,11.2,167,1013.7,74.6,0.8,0,0,0,10,Partially cloudy,fog,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T02:00:00,59.1,59.1,58.9,99.39,0,0,,0,0,9.2,11.9,168,1013.6,95.4,0,0,0,0,10,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T03:00:00,60.7,60.7,60.6,99.47,0,0,,0,0,9.2,15.2,176,1013.1,98.1,1.8,0,0,0,10,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T04:00:00,64,64,63.3,97.51,0,0,,0,0,20.8,13.3,225,1013,94.7,1.9,0,0,0,10,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T05:00:00,64.1,64.1,64,99.65,0,0,,0,0,10.3,8.2,168,1013.5,100,0.3,0,0,0,10,Overcast,fog,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T06:00:00,64.3,64.3,64.2,99.59,0,0,,0,0,8.1,8,171,1014,100,0,0,0,0,10,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T07:00:00,64.4,64.4,64.3,99.68,0,0,,0,0,8.1,7.2,145,1014.3,100,0,0,0,0,10,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T08:00:00,64.4,64.4,64.3,99.68,0,0,,0,0,8.1,9,149,1014.7,100,0,12,0,0,5,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T09:00:00,65.5,65.5,65.4,99.69,0,0,,0,0,12.8,10.7,169,1015,90.1,0,55,0.2,1,5,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T10:00:00,68.1,68.1,67.9,99.6,0,0,,0,0,18.3,10.8,180,1015.9,100,0.1,96,0.3,1,3,Overcast,fog,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T11:00:00,69.9,69.9,69.1,97.32,0,0,,0,0,16.1,9,165,1015.5,96,0.2,133,0.5,1,30,Overcast,fog,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T12:00:00,71.2,71.2,69.7,95.22,0,0,,0,0,12.8,6.9,167,1014.8,94.6,4.3,188,0.7,2,30,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T13:00:00,74.8,74.8,68.8,81.57,0,0,,0,0,13.9,6.6,200,1014.1,94.7,9.3,531,1.9,5,30,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T14:00:00,77.3,77.3,66.3,68.91,0,0,,0,0,16.1,9.4,215,1013.1,54.9,9.9,297,1.1,3,30,Partially cloudy,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T15:00:00,79,79,64.5,61.21,0,0,,0,0,17.2,12.3,206,1012.6,89.2,9.9,319,1.1,3,30,Partially cloudy,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T16:00:00,79,79,64.5,61.21,0,0,,0,0,19.7,10.5,190,1012.6,93.2,9.9,70,0.3,1,30,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T17:00:00,77.2,77.2,64.5,65.06,0,0,,0,0,16.1,14,190,1012.8,11.2,9.9,33,0.1,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T18:00:00,75.2,75.2,64.5,69.38,0,0,,0,0,16.1,11.6,181,1012.6,82.9,9.9,12,0,0,3,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-01T19:00:00,74.1,74.1,66.1,76.28,0,0,,0,0,17.2,10.4,159,1013,98.6,9.9,0,0,0,3,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T20:00:00,71.7,71.7,69,91.41,0,0,,0,0,19.7,13.5,142,1013.3,98.6,5.2,0,0,0,8,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T21:00:00,71.6,71.6,69.7,93.79,0,0,,0,0,17.2,16,149,1013.3,99.7,2.3,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T22:00:00,71.6,71.6,69.9,94.09,0,0,,0,0,23,14.4,146,1013.3,100,1.7,0,0,0,30,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-01T23:00:00,71.6,71.6,71.4,99.27,0,0,,0,0,19.7,14.5,168,1013.1,100,2.2,0,0,0,8,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T00:00:00,71.6,71.6,70.5,96.06,0,0,,0,0,28.9,18.4,164,1012.3,100,4.2,0,0,0,30,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T01:00:00,71.8,71.8,71.4,98.87,0,0,,0,0,24.2,15.9,162,1012.1,100,4.1,0,0,0,8,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T02:00:00,71.8,71.8,71.5,98.89,0,0,,0,0,24.2,14.4,155,1012.2,100,3.8,0,0,0,30,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T03:00:00,71.8,71.8,71.5,98.79,0,0,,0,0,24.2,15.4,158,1012,100,4.3,0,0,0,30,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T04:00:00,71.7,71.7,71.5,99.19,0,0,,0,0,27.7,13.1,163,1012,100,3.7,0,0,0,30,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T05:00:00,71.8,71.8,71.6,99.13,0,0,,0,0,20.8,13.4,160,1011.4,100,3.7,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T06:00:00,72.8,72.8,71.5,95.72,0.001,100,rain,0,0,22.2,18.3,162,1011.4,100,4.5,0,0,0,60,"Rain, Overcast",rain,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T07:00:00,73.5,73.5,71.6,93.72,0,0,,0,0,28.1,18.5,167,1011.5,100,8.2,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T08:00:00,72.6,72.6,71.6,96.73,0.004,100,rain,0,0,30.7,14.4,170,1012.2,100,2.4,10,0,0,30,"Rain, Overcast",rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2023-01-02T09:00:00,72,72,71.5,98.19,0.025,100,rain,0,0,24.2,18.6,168,1012.3,100,4.8,29,0.1,0,30,"Rain, Overcast",rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T10:00:00,73.6,73.6,71.6,93.36,0,0,,0,0,26.1,20.5,160,1012.6,100,6.2,53,0.2,1,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T11:00:00,73.7,73.7,71.5,92.83,0,0,,0,0,29.5,20.2,164,1012.4,100,2.9,67,0.2,1,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T12:00:00,75.4,75.4,70.5,84.76,0.006,100,rain,0,0,33,21.4,171,1010.9,100,6.5,44,0.2,0,60,"Rain, Overcast",rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T13:00:00,75.5,75.5,71.5,87.18,0,0,,0,0,35.4,21.2,184,1009.5,100,6.6,76,0.3,1,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T14:00:00,75.2,75.2,71.7,88.84,0.017,100,rain,0,0,28.9,23.9,170,1007.5,90.6,4.6,68,0.2,1,75,"Rain, Overcast",rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T15:00:00,75.3,75.3,71.7,88.64,0.006,100,rain,0,0,31.2,22.7,174,1007.4,96,5.3,100,0.4,1,60,"Rain, Overcast",rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T16:00:00,75.4,75.4,71.6,87.89,0,0,,0,0,31.4,20.5,170,1006.7,100,5.4,45,0.2,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T17:00:00,75.3,75.3,71.6,88.24,0,0,,0,0,27.8,21.2,176,1006.9,100,5.4,9,0,0,75,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-02T18:00:00,75.3,75.3,71.6,88.37,0,0,,0,0,25.3,15.4,176,1007.6,100,6.7,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T19:00:00,75.3,75.3,71.6,88.3,0,0,,0,0,29.3,20.1,171,1007.7,100,6.5,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T20:00:00,75.2,75.2,71.6,88.5,0,0,,0,0,30.8,17.5,171,1008.5,100,5.8,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T21:00:00,73.5,73.5,71.6,93.57,0,0,,0,0,32.2,14.1,182,1008.8,100,4.4,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T22:00:00,73.6,73.6,71.5,93.05,0.004,100,rain,0,0,24.1,14.6,188,1009.1,100,5.4,0,0,0,75,"Rain, Overcast",rain,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-02T23:00:00,73.5,73.5,71.5,93.33,0,0,,0,0,21.5,10.8,193,1009.5,98.9,5.6,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T00:00:00,73.5,73.5,71.5,93.33,0,0,,0,0,21.7,12.3,185,1009.4,98.9,5.4,0,0,0,75,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T01:00:00,73.5,73.5,71.4,93.04,0,0,,0,0,21.8,14.2,195,1009.2,98.6,5.5,0,0,0,75,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T02:00:00,73.4,73.4,69.8,88.38,0,0,,0,0,21,10.9,183,1009,98.6,5.4,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T03:00:00,71.8,71.8,69.8,93.27,0,0,,0,0,19.8,14.6,179,1008.4,98.9,4.3,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T04:00:00,71.8,71.8,69.8,93.27,0,0,,0,0,19.7,12.3,190,1008.2,100,4.3,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T05:00:00,71.7,71.7,69.8,93.65,0,0,,0,0,19.7,8,216,1008.6,100,4.3,0,0,0,60,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T06:00:00,71.8,71.8,69.8,93.36,0.002,100,rain,0,0,12.8,11.2,233,1009.2,99.7,4.4,0,0,0,60,"Rain, Overcast",rain,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T07:00:00,71.7,71.7,67.1,85.34,0.022,100,rain,0,0,20.8,11.3,239,1010.1,99.5,7.4,0,0,0,30,"Rain, Overcast",rain,"KHOU,72059400188,KMCJ,72244012918"
houston,2023-01-03T08:00:00,71.3,71.3,67.8,88.86,0.008,100,rain,0,0,11.4,5.6,283,1010.6,88.7,4.9,22,0.1,0,30,"Rain, Partially cloudy",rain,"KHOU,72059400188,KIAH,72244012918,72243012960,D0326"
houston,2023-01-03T09:00:00,70.1,70.1,65.8,86.23,0,0,,0,0,11.4,6.3,326,1010.4,68,8.1,94,0.3,1,30,Partially cloudy,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T10:00:00,70.1,70.1,62.2,75.87,0,0,,0,0,11.4,6.2,310,1011.2,95.7,9.8,118,0.4,1,3,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T11:00:00,71.2,71.2,54.4,55.25,0,0,,0,0,11.4,10.9,340,1011.3,95.7,9.3,191,0.7,2,10,Overcast,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T12:00:00,71.9,71.9,52.6,50.5,0,0,,0,0,11.4,10.8,335,1010.7,89.2,8.9,255,0.9,3,10,Partially cloudy,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T13:00:00,73.9,73.9,45.1,35.72,0,0,,0,0,12.8,12.3,348,1009.7,13.6,9,493,1.8,5,10,Clear,clear-day,"KHOU,72059400188,KIAH,72244012918,72243012960,D0326"
houston,2023-01-03T14:00:00,75.3,75.3,41.4,29.59,0,0,,0,0,13.9,9.5,351,1009,6.3,9.5,470,1.7,5,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T15:00:00,77.2,77.2,39.9,26.27,0,0,,0,0,16.1,8.5,328,1008.3,6.3,9.9,358,1.3,4,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T16:00:00,77.1,77.1,37.4,23.85,0,0,,0,0,13.9,13.1,342,1008.8,10.2,9.9,260,0.9,3,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T17:00:00,75.1,75.1,38,26.11,0,0,,0,0,19.7,9.7,334,1009.2,10.2,9.9,26,0.1,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T18:00:00,73.1,73.1,38,27.91,0,0,,0,0,15,8.5,335,1009.7,21.8,9.9,6,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-03T19:00:00,71.3,71.3,38.1,29.79,0,0,,0,0,16.1,9.3,332,1010.7,38.6,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T20:00:00,69.5,69.5,36.3,29.54,0,0,,0,0,6.9,11.8,337,1011.8,83.7,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T21:00:00,67.7,67.7,36.4,31.54,0,0,,0,0,18.3,9.3,328,1012.7,41,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T22:00:00,67.5,67.5,36.5,31.92,0,0,,0,0,13.9,5.2,336,1013,34.8,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-03T23:00:00,67.3,67.3,36.4,31.92,0,0,,0,0,13.9,6.5,282,1013.3,45.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T00:00:00,65.4,65.4,36,33.54,0,0,,0,0,6.9,7.3,316,1013.6,45.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T01:00:00,65.3,65.3,35.6,33.14,0,0,,0,0,6.9,9.8,318,1013.9,39.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T02:00:00,63.5,63.5,35.6,35.3,0,0,,0,0,17.2,9,327,1014.3,27.6,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T03:00:00,63.8,63.8,34.6,33.59,0,0,,0,0,6.9,5.6,336,1014.3,56.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T04:00:00,62.2,62.2,34.5,35.42,0,0,,0,0,8.1,7,323,1014.3,27.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T05:00:00,61.2,61.2,35.2,37.74,0,0,,0,0,9.2,6.4,316,1014.3,11.8,9.9,0,0,0,10,Clear,clear-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T06:00:00,61,61,33.7,35.74,0,0,,0,0,9.2,10.7,320,1014.7,43.7,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T07:00:00,59.7,59.7,35.3,39.84,0,0,,0,0,9.2,6.6,287,1015.6,9,9.9,0,0,0,10,Clear,clear-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T08:00:00,59.4,59.4,34.4,39.07,0,0,,0,0,10.3,15.8,284,1016.9,0.6,9.9,12,0,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T09:00:00,61.7,61.7,36.4,38.92,0,0,,0,0,11.4,13.2,288,1017.7,3.4,9.9,20,0.1,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T10:00:00,65.6,65.6,35.1,32.17,0,0,,0,0,19.6,11.1,295,1018.9,3.4,9.9,56,0.2,1,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T11:00:00,68.3,68.3,33.5,27.59,0,0,,0,0,17.2,14.6,299,1019.2,3.4,9.9,116,0.4,1,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T12:00:00,70,70,34.1,26.63,0,0,,0,0,16.1,9.3,308,1018.7,3.4,9.9,445,1.6,4,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T13:00:00,70.2,70.2,32.6,24.9,0,0,,0,0,18.3,7.6,325,1017.9,3.4,9.9,617,2.2,6,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T14:00:00,71.7,71.7,29.8,21.12,0,0,,0,0,15,8.8,306,1017.5,4,9.9,628,2.3,6,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T15:00:00,71.9,71.9,30.1,21.29,0,0,,0,0,16.1,7.8,289,1017,3.4,9.9,336,1.2,3,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T16:00:00,71.9,71.9,27.9,19.44,0,0,,0,0,18.3,10.5,293,1016.7,3.4,9.9,336,1.2,3,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T17:00:00,70.6,70.6,30.5,22.5,0,0,,0,0,18.3,11.6,303,1017.2,3.4,9.9,17,0.1,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T18:00:00,68.6,68.6,33.2,26.9,0,0,,0,0,10.3,6.4,317,1017.7,0.6,9.9,7,0,0,10,Clear,clear-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-04T19:00:00,67.6,67.6,34,28.75,0,0,,0,0,9.2,2.9,317,1018,87.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T20:00:00,65.9,65.9,34.7,31.41,0,0,,0,0,8.1,0,0,1018.9,69.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960"
houston,2023-01-04T21:00:00,65.2,65.2,36.1,34.05,0,0,,0,0,5.8,3.8,83,1019.4,82,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T22:00:00,63.5,63.5,35.5,35.27,0,0,,0,0,6.9,8.5,69,1020,65.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-04T23:00:00,62,62,37.1,39.56,0,0,,0,0,6.9,8.4,86,1020.6,56.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T00:00:00,61.2,61.2,38.8,43.37,0,0,,0,0,6.9,7.6,110,1020.8,43.7,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T01:00:00,60.8,60.8,38.4,43.48,0,0,,0,0,5.8,7.9,100,1021.1,78,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T02:00:00,60.9,60.9,39.5,45.08,0,0,,0,0,4.7,6.1,89,1021.4,56.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T03:00:00,58.5,58.5,40.1,50.24,0,0,,0,0,4.7,5.1,118,1021.4,83.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T04:00:00,56.7,56.7,40.6,54.58,0,0,,0,0,5.8,4.9,116,1021.4,56.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T05:00:00,56.8,56.8,42.7,59.21,0,0,,0,0,6.9,3.8,105,1021.8,33,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T06:00:00,56.1,56.1,43.3,62.27,0,0,,0,0,3.4,4.6,84,1022.1,24.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T07:00:00,56.2,56.2,41.3,57.27,0,0,,0,0,4.7,4.6,94,1022.7,9,9.9,0,0,0,10,Clear,clear-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T08:00:00,57.3,57.3,42.9,58.68,0,0,,0,0,4.7,7.8,104,1023.4,3.4,9.9,12,0,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T09:00:00,57.1,57.1,43.2,59.57,0,0,,0,0,5.8,6.1,87,1024.4,6.3,9.9,31,0.1,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T10:00:00,62,62,43.2,50.04,0,0,,0,0,8.1,4.9,53,1025.2,5.7,9.9,78,0.3,1,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T11:00:00,64.5,64.5,41.5,42.86,0,0,,0,0,8.1,6.2,72,1025.3,4,9.9,128,0.5,1,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2023-01-05T12:00:00,66.6,66.6,41.6,40.09,0,0,,0,0,5.8,1,56,1025.3,6,9.9,249,0.9,2,10,Clear,clear-day,"KHOU,72059400188,KIAH,72244012918,72243012960,D0326"
houston,2023-01-05T13:00:00,68.3,68.3,40.4,36.07,0,0,,0,0,6.9,4,1,1023.6,0,9.9,659,2.4,7,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T14:00:00,71.1,71.1,39.6,31.74,0,0,,0,0,6.9,0.6,6,1022.9,0,9.9,615,2.2,6,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T15:00:00,71.8,71.8,39.6,31,0,0,,0,0,6.9,2.1,340,1022.5,2.8,9.9,356,1.3,4,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T16:00:00,72,72,39.3,30.57,0,0,,0,0,6.9,2.6,350,1022.1,0,9.9,257,0.9,3,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T17:00:00,71.7,71.7,38,29.3,0,0,,0,0,9.2,5.2,346,1022.6,0,9.9,23,0.1,0,10,Clear,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T18:00:00,69.3,69.3,40.2,34.6,0,0,,0,0,8.1,3,25,1022.8,0,9.9,9,0,0,10,Clear,clear-night,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2023-01-05T19:00:00,66.6,66.6,41.9,40.67,0,0,,0,0,8.1,6.6,74,1023.1,87.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T20:00:00,64.1,64.1,44.3,48.58,0,0,,0,0,9.2,7,99,1023.7,87.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T21:00:00,62.3,62.3,43.9,51.06,0,0,,0,0,9.2,8.1,79,1023.8,87.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T22:00:00,60.5,60.5,43.3,53.18,0,0,,0,0,9.2,7,107,1023.8,87.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-05T23:00:00,58.7,58.7,52.2,78.99,0,0,,0,0,9.2,7.5,117,1023.8,87.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-06T00:00:00,57.8,57.8,52.4,82.17,0,0,,0,0,9.2,9.2,99,1023.5,85.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
houston,2023-01-06T01:00:00,57,57,51.7,82.17,0,0,,0,0,10.3,8.1,103,1022.9,59.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KHOU,72059400188,KIAH,KMCJ,72244012918"
