,index,ACCOUNT_NUMBER,LOCAL_FROM_DATETIME,LOCAL_TO_DATETIME,QUANTITY,Delivery Date,Settlement Point Price,Month,Hour,Holiday,Day,Weekend,Price_KWH,DATE,purchase_amt,discharge_amt,charge_amt,charge_stor,is_charging
0,1,account_b,2023-01-01 00:00:00,2023-01-01T00:59:59Z,186.3,01/01/2023,10.36,Jan,0,False,1,True,0.01036,2023-01-01,186.3,0.0,0.0,0.0,1.0
1,3,account_b,2023-01-01 01:00:00,2023-01-01T01:59:59Z,197.892,01/01/2023,9.84,Jan,1,False,1,True,0.00984,2023-01-01,197.892,0.0,0.0,0.0,0.0
2,5,account_b,2023-01-01 02:00:00,2023-01-01T02:59:59Z,192.372,01/01/2023,8.58,Jan,2,False,1,True,0.00858,2023-01-01,195.872,0.0,3.5,0.0,1.0
3,7,account_b,2023-01-01 03:00:00,2023-01-01T03:59:59Z,191.406,01/01/2023,8.19,Jan,3,False,1,True,0.00819,2023-01-01,196.406,0.0,5.0,3.5,1.0
4,9,account_b,2023-01-01 04:00:00,2023-01-01T04:59:59Z,199.962,01/01/2023,8.34,Jan,4,False,1,True,0.00834,2023-01-01,204.962,0.0,5.0,8.5,1.0
5,11,account_b,2023-01-01 05:00:00,2023-01-01T05:59:59Z,199.548,01/01/2023,8.59,Jan,5,False,1,True,0.00859,2023-01-01,199.548,0.0,0.0,13.5,0.0
6,13,account_b,2023-01-01 06:00:00,2023-01-01T06:59:59Z,223.629,01/01/2023,13.85,Jan,6,False,1,True,0.01385,2023-01-01,223.629,0.0,0.0,13.5,0.0
7,15,account_b,2023-01-01 07:00:00,2023-01-01T07:59:59Z,236.394,01/01/2023,14.45,Jan,7,False,1,True,0.01445,2023-01-01,236.394,0.0,0.0,13.5,0.0
8,17,account_b,2023-01-01 08:00:00,2023-01-01T08:59:59Z,228.597,01/01/2023,15.08,Jan,8,False,1,True,0.01508,2023-01-01,223.597,5.0,0.0,13.5,0.0
9,19,account_b,2023-01-01 09:00:00,2023-01-01T09:59:59Z,186.714,01/01/2023,15.03,Jan,9,False,1,True,0.01503,2023-01-01,191.714,0.0,5.0,8.5,1.0
10,21,account_b,2023-01-01 10:00:00,2023-01-01T10:59:59Z,145.59,01/01/2023,17.28,Jan,10,False,1,True,0.01728,2023-01-01,145.59,0.0,0.0,13.5,0.0
11,23,account_b,2023-01-01 11:00:00,2023-01-01T11:59:59Z,137.172,01/01/2023,17.88,Jan,11,False,1,True,0.01788,2023-01-01,132.172,5.0,0.0,13.5,0.0
12,25,account_b,2023-01-01 12:00:00,2023-01-01T12:59:59Z,130.617,01/01/2023,17.57,Jan,12,False,1,True,0.01757,2023-01-01,135.617,0.0,5.0,8.5,1.0
13,27,account_b,2023-01-01 13:00:00,2023-01-01T13:59:59Z,136.137,01/01/2023,18.26,Jan,13,False,1,True,0.018260000000000002,2023-01-01,136.137,0.0,0.0,13.5,0.0
14,29,account_b,2023-01-01 14:00:00,2023-01-01T14:59:59Z,117.99,01/01/2023,19.52,Jan,14,False,1,True,0.01952,2023-01-01,112.99,5.0,0.0,13.5,0.0
15,31,account_b,2023-01-01 15:00:00,2023-01-01T15:59:59Z,116.886,01/01/2023,17.24,Jan,15,False,1,True,0.01724,2023-01-01,121.886,0.0,5.0,8.5,1.0
16,33,account_b,2023-01-01 16:00:00,2023-01-01T16:59:59Z,111.09,01/01/2023,25.1,Jan,16,False,1,True,0.0251,2023-01-01,111.09,0.0,0.0,13.5,0.0
17,35,account_b,2023-01-01 17:00:00,2023-01-01T17:59:59Z,121.44,01/01/2023,33.19,Jan,17,False,1,True,0.03319,2023-01-01,107.94,13.5,0.0,13.5,0.0
18,37,account_b,2023-01-01 18:00:00,2023-01-01T18:59:59Z,139.587,01/01/2023,23.89,Jan,18,False,1,True,0.02389,2023-01-01,139.587,0.0,0.0,0.0,0.0
19,39,account_b,2023-01-01 19:00:00,2023-01-01T19:59:59Z,151.938,01/01/2023,18.34,Jan,19,False,1,True,0.01834,2023-01-01,151.938,0.0,0.0,0.0,0.0
20,41,account_b,2023-01-01 20:00:00,2023-01-01T20:59:59Z,144.486,01/01/2023,16.1,Jan,20,False,1,True,0.0161,2023-01-01,149.486,0.0,5.0,0.0,1.0
21,43,account_b,2023-01-01 21:00:00,2023-01-01T21:59:59Z,151.386,01/01/2023,16.74,Jan,21,False,1,True,0.016739999999999998,2023-01-01,146.386,5.0,0.0,5.0,0.0
22,45,account_b,2023-01-01 22:00:00,2023-01-01T22:59:59Z,154.008,01/01/2023,13.76,Jan,22,False,1,True,0.01376,2023-01-01,154.008,0.0,0.0,0.0,0.0
23,47,account_b,2023-01-01 23:00:00,2023-01-01T23:59:59Z,161.736,01/01/2023,9.7,Jan,23,False,1,True,0.009699999999999999,2023-01-01,161.736,0.0,0.0,0.0,0.0
24,49,account_b,2023-01-02 00:00:00,2023-01-02T00:59:59Z,86.457,01/02/2023,9.57,Jan,0,False,2,False,0.00957,2023-01-02,86.457,0.0,0.0,0.0,0.0
25,51,account_b,2023-01-02 01:00:00,2023-01-02T01:59:59Z,84.801,01/02/2023,5.02,Jan,1,False,2,False,0.005019999999999999,2023-01-02,88.301,0.0,3.5,0.0,1.0
26,53,account_b,2023-01-02 02:00:00,2023-01-02T02:59:59Z,95.013,01/02/2023,3.85,Jan,2,False,2,False,0.00385,2023-01-02,100.013,0.0,5.0,3.5,1.0
27,55,account_b,2023-01-02 03:00:00,2023-01-02T03:59:59Z,99.015,01/02/2023,3.72,Jan,3,False,2,False,0.00372,2023-01-02,104.015,0.0,5.0,8.5,1.0
28,57,account_b,2023-01-02 04:00:00,2023-01-02T04:59:59Z,98.256,01/02/2023,7.37,Jan,4,False,2,False,0.00737,2023-01-02,98.256,0.0,0.0,13.5,0.0
29,59,account_b,2023-01-02 05:00:00,2023-01-02T05:59:59Z,96.324,01/02/2023,8.84,Jan,5,False,2,False,0.00884,2023-01-02,96.324,0.0,0.0,13.5,0.0
30,61,account_b,2023-01-02 06:00:00,2023-01-02T06:59:59Z,100.74,01/02/2023,12.93,Jan,6,False,2,False,0.01293,2023-01-02,100.74,0.0,0.0,13.5,0.0
31,63,account_b,2023-01-02 07:00:00,2023-01-02T07:59:59Z,98.601,01/02/2023,15.92,Jan,7,False,2,False,0.01592,2023-01-02,98.601,0.0,0.0,13.5,0.0
32,65,account_b,2023-01-02 08:00:00,2023-01-02T08:59:59Z,99.153,01/02/2023,17.75,Jan,8,False,2,False,0.01775,2023-01-02,99.153,0.0,0.0,13.5,0.0
33,67,account_b,2023-01-02 09:00:00,2023-01-02T09:59:59Z,101.085,01/02/2023,18.73,Jan,9,False,2,False,0.01873,2023-01-02,96.085,5.0,0.0,13.5,0.0
34,69,account_b,2023-01-02 10:00:00,2023-01-02T10:59:59Z,100.395,01/02/2023,18.68,Jan,10,False,2,False,0.01868,2023-01-02,105.395,0.0,5.0,8.5,1.0
35,71,account_b,2023-01-02 11:00:00,2023-01-02T11:59:59Z,99.981,01/02/2023,19.41,Jan,11,False,2,False,0.01941,2023-01-02,86.481,13.5,0.0,13.5,0.0
36,73,account_b,2023-01-02 12:00:00,2023-01-02T12:59:59Z,92.253,01/02/2023,18.57,Jan,12,False,2,False,0.01857,2023-01-02,92.253,0.0,0.0,0.0,0.0
37,75,account_b,2023-01-02 13:00:00,2023-01-02T13:59:59Z,93.909,01/02/2023,14.93,Jan,13,False,2,False,0.01493,2023-01-02,97.409,0.0,3.5,0.0,1.0
38,77,account_b,2023-01-02 14:00:00,2023-01-02T14:59:59Z,86.457,01/02/2023,13.04,Jan,14,False,2,False,0.01304,2023-01-02,91.457,0.0,5.0,3.5,1.0
39,79,account_b,2023-01-02 15:00:00,2023-01-02T15:59:59Z,87.975,01/02/2023,14.26,Jan,15,False,2,False,0.01426,2023-01-02,92.975,0.0,5.0,8.5,1.0
40,81,account_b,2023-01-02 16:00:00,2023-01-02T16:59:59Z,87.699,01/02/2023,17.01,Jan,16,False,2,False,0.01701,2023-01-02,87.699,0.0,0.0,13.5,0.0
41,83,account_b,2023-01-02 17:00:00,2023-01-02T17:59:59Z,89.355,01/02/2023,33.58,Jan,17,False,2,False,0.03358,2023-01-02,75.855,13.5,0.0,13.5,0.0
42,85,account_b,2023-01-02 18:00:00,2023-01-02T18:59:59Z,95.565,01/02/2023,24.75,Jan,18,False,2,False,0.02475,2023-01-02,95.565,0.0,0.0,0.0,0.0
43,87,account_b,2023-01-02 19:00:00,2023-01-02T19:59:59Z,95.082,01/02/2023,18.63,Jan,19,False,2,False,0.01863,2023-01-02,95.082,0.0,0.0,0.0,0.0
44,89,account_b,2023-01-02 20:00:00,2023-01-02T20:59:59Z,97.014,01/02/2023,17.47,Jan,20,False,2,False,0.01747,2023-01-02,97.014,0.0,0.0,0.0,0.0
45,91,account_b,2023-01-02 21:00:00,2023-01-02T21:59:59Z,97.29,01/02/2023,16.91,Jan,21,False,2,False,0.01691,2023-01-02,97.29,0.0,0.0,0.0,0.0
46,93,account_b,2023-01-02 22:00:00,2023-01-02T22:59:59Z,97.152,01/02/2023,15.1,Jan,22,False,2,False,0.015099999999999999,2023-01-02,97.152,0.0,0.0,0.0,0.0
47,95,account_b,2023-01-02 23:00:00,2023-01-02T23:59:59Z,104.328,01/02/2023,9.96,Jan,23,False,2,False,0.00996,2023-01-02,109.328,0.0,5.0,0.0,1.0
48,97,account_b,2023-01-03 00:00:00,2023-01-03T00:59:59Z,105.57,01/03/2023,11.54,Jan,0,False,3,False,0.01154,2023-01-03,104.07,1.5,0.0,5.0,0.0
49,99,account_b,2023-01-03 01:00:00,2023-01-03T01:59:59Z,104.673,01/03/2023,8.58,Jan,1,False,3,False,0.00858,2023-01-03,109.673,0.0,5.0,3.5,1.0
50,101,account_b,2023-01-03 02:00:00,2023-01-03T02:59:59Z,108.744,01/03/2023,4.56,Jan,2,False,3,False,0.00456,2023-01-03,113.744,0.0,5.0,8.5,1.0
51,103,account_b,2023-01-03 03:00:00,2023-01-03T03:59:59Z,109.779,01/03/2023,9.49,Jan,3,False,3,False,0.00949,2023-01-03,109.779,0.0,0.0,13.5,0.0
52,105,account_b,2023-01-03 04:00:00,2023-01-03T04:59:59Z,151.11,01/03/2023,11.42,Jan,4,False,3,False,0.01142,2023-01-03,151.11,0.0,0.0,13.5,0.0
53,107,account_b,2023-01-03 05:00:00,2023-01-03T05:59:59Z,238.119,01/03/2023,16.34,Jan,5,False,3,False,0.01634,2023-01-03,238.119,0.0,0.0,13.5,0.0
54,109,account_b,2023-01-03 06:00:00,2023-01-03T06:59:59Z,221.076,01/03/2023,20.62,Jan,6,False,3,False,0.02062,2023-01-03,221.076,0.0,0.0,13.5,0.0
55,111,account_b,2023-01-03 07:00:00,2023-01-03T07:59:59Z,218.178,01/03/2023,28.31,Jan,7,False,3,False,0.02831,2023-01-03,204.678,13.5,0.0,13.5,0.0
56,113,account_b,2023-01-03 08:00:00,2023-01-03T08:59:59Z,205.758,01/03/2023,20.55,Jan,8,False,3,False,0.020550000000000002,2023-01-03,205.758,0.0,0.0,0.0,0.0
57,115,account_b,2023-01-03 09:00:00,2023-01-03T09:59:59Z,192.234,01/03/2023,16.44,Jan,9,False,3,False,0.01644,2023-01-03,192.234,0.0,0.0,0.0,0.0
58,117,account_b,2023-01-03 10:00:00,2023-01-03T10:59:59Z,193.131,01/03/2023,14.41,Jan,10,False,3,False,0.014410000000000001,2023-01-03,198.131,0.0,5.0,0.0,1.0
59,119,account_b,2023-01-03 11:00:00,2023-01-03T11:59:59Z,175.605,01/03/2023,13.78,Jan,11,False,3,False,0.013779999999999999,2023-01-03,180.605,0.0,5.0,5.0,1.0
60,121,account_b,2023-01-03 12:00:00,2023-01-03T12:59:59Z,168.981,01/03/2023,15.0,Jan,12,False,3,False,0.015,2023-01-03,172.481,0.0,3.5,10.0,1.0
61,123,account_b,2023-01-03 13:00:00,2023-01-03T13:59:59Z,170.499,01/03/2023,15.68,Jan,13,False,3,False,0.01568,2023-01-03,170.499,0.0,0.0,13.5,0.0
62,125,account_b,2023-01-03 14:00:00,2023-01-03T14:59:59Z,169.395,01/03/2023,15.96,Jan,14,False,3,False,0.015960000000000002,2023-01-03,169.395,0.0,0.0,13.5,0.0
63,127,account_b,2023-01-03 15:00:00,2023-01-03T15:59:59Z,160.563,01/03/2023,17.16,Jan,15,False,3,False,0.01716,2023-01-03,160.563,0.0,0.0,13.5,0.0
64,129,account_b,2023-01-03 16:00:00,2023-01-03T16:59:59Z,164.427,01/03/2023,19.38,Jan,16,False,3,False,0.019379999999999998,2023-01-03,164.427,0.0,0.0,13.5,0.0
65,131,account_b,2023-01-03 17:00:00,2023-01-03T17:59:59Z,165.255,01/03/2023,52.56,Jan,17,False,3,False,0.05256,2023-01-03,151.755,13.5,0.0,13.5,0.0
66,133,account_b,2023-01-03 18:00:00,2023-01-03T18:59:59Z,155.802,01/03/2023,40.52,Jan,18,False,3,False,0.04052,2023-01-03,155.802,0.0,0.0,0.0,0.0
67,135,account_b,2023-01-03 19:00:00,2023-01-03T19:59:59Z,103.914,01/03/2023,31.62,Jan,19,False,3,False,0.03162,2023-01-03,103.914,0.0,0.0,0.0,0.0
68,137,account_b,2023-01-03 20:00:00,2023-01-03T20:59:59Z,105.018,01/03/2023,29.56,Jan,20,False,3,False,0.02956,2023-01-03,105.018,0.0,0.0,0.0,0.0
69,139,account_b,2023-01-03 21:00:00,2023-01-03T21:59:59Z,107.985,01/03/2023,22.85,Jan,21,False,3,False,0.022850000000000002,2023-01-03,107.985,0.0,0.0,0.0,0.0
70,141,account_b,2023-01-03 22:00:00,2023-01-03T22:59:59Z,108.468,01/03/2023,18.78,Jan,22,False,3,False,0.01878,2023-01-03,108.468,0.0,0.0,0.0,0.0
71,143,account_b,2023-01-03 23:00:00,2023-01-03T23:59:59Z,116.058,01/03/2023,17.51,Jan,23,False,3,False,0.01751,2023-01-03,116.058,0.0,0.0,0.0,0.0
72,145,account_b,2023-01-04 00:00:00,2023-01-04T00:59:59Z,118.611,01/04/2023,15.41,Jan,0,False,4,False,0.01541,2023-01-04,118.611,0.0,0.0,0.0,0.0
73,147,account_b,2023-01-04 01:00:00,2023-01-04T01:59:59Z,125.166,01/04/2023,10.75,Jan,1,False,4,False,0.01075,2023-01-04,128.666,0.0,3.5,0.0,1.0
74,149,account_b,2023-01-04 02:00:00,2023-01-04T02:59:59Z,128.34,01/04/2023,10.04,Jan,2,False,4,False,0.010039999999999999,2023-01-04,133.34,0.0,5.0,3.5,1.0
75,151,account_b,2023-01-04 03:00:00,2023-01-04T03:59:59Z,132.549,01/04/2023,10.05,Jan,3,False,4,False,0.01005,2023-01-04,137.549,0.0,5.0,8.5,1.0
76,153,account_b,2023-01-04 04:00:00,2023-01-04T04:59:59Z,202.101,01/04/2023,12.16,Jan,4,False,4,False,0.01216,2023-01-04,202.101,0.0,0.0,13.5,0.0
77,155,account_b,2023-01-04 05:00:00,2023-01-04T05:59:59Z,337.272,01/04/2023,17.78,Jan,5,False,4,False,0.01778,2023-01-04,337.272,0.0,0.0,13.5,0.0
78,157,account_b,2023-01-04 06:00:00,2023-01-04T06:59:59Z,296.562,01/04/2023,28.21,Jan,6,False,4,False,0.028210000000000002,2023-01-04,296.562,0.0,0.0,13.5,0.0
79,159,account_b,2023-01-04 07:00:00,2023-01-04T07:59:59Z,299.253,01/04/2023,33.98,Jan,7,False,4,False,0.033979999999999996,2023-01-04,285.753,13.5,0.0,13.5,0.0
80,161,account_b,2023-01-04 08:00:00,2023-01-04T08:59:59Z,233.013,01/04/2023,22.32,Jan,8,False,4,False,0.02232,2023-01-04,233.013,0.0,0.0,0.0,0.0
81,163,account_b,2023-01-04 09:00:00,2023-01-04T09:59:59Z,220.524,01/04/2023,19.34,Jan,9,False,4,False,0.01934,2023-01-04,220.524,0.0,0.0,0.0,0.0
82,165,account_b,2023-01-04 10:00:00,2023-01-04T10:59:59Z,218.247,01/04/2023,17.38,Jan,10,False,4,False,0.01738,2023-01-04,218.247,0.0,0.0,0.0,0.0
83,167,account_b,2023-01-04 11:00:00,2023-01-04T11:59:59Z,213.141,01/04/2023,16.59,Jan,11,False,4,False,0.01659,2023-01-04,218.141,0.0,5.0,0.0,1.0
84,169,account_b,2023-01-04 12:00:00,2023-01-04T12:59:59Z,209.139,01/04/2023,16.69,Jan,12,False,4,False,0.01669,2023-01-04,212.639,0.0,3.5,5.0,1.0
85,171,account_b,2023-01-04 13:00:00,2023-01-04T13:59:59Z,208.311,01/04/2023,16.61,Jan,13,False,4,False,0.01661,2023-01-04,213.311,0.0,5.0,8.5,1.0
86,173,account_b,2023-01-04 14:00:00,2023-01-04T14:59:59Z,203.343,01/04/2023,17.58,Jan,14,False,4,False,0.01758,2023-01-04,203.343,0.0,0.0,13.5,0.0
87,175,account_b,2023-01-04 15:00:00,2023-01-04T15:59:59Z,200.721,01/04/2023,18.93,Jan,15,False,4,False,0.01893,2023-01-04,200.721,0.0,0.0,13.5,0.0
88,177,account_b,2023-01-04 16:00:00,2023-01-04T16:59:59Z,212.382,01/04/2023,28.63,Jan,16,False,4,False,0.02863,2023-01-04,212.382,0.0,0.0,13.5,0.0
89,179,account_b,2023-01-04 17:00:00,2023-01-04T17:59:59Z,226.32,01/04/2023,40.4,Jan,17,False,4,False,0.0404,2023-01-04,226.32,0.0,0.0,13.5,0.0
90,181,account_b,2023-01-04 18:00:00,2023-01-04T18:59:59Z,180.021,01/04/2023,41.57,Jan,18,False,4,False,0.04157,2023-01-04,166.521,13.5,0.0,13.5,0.0
91,183,account_b,2023-01-04 19:00:00,2023-01-04T19:59:59Z,118.059,01/04/2023,35.0,Jan,19,False,4,False,0.035,2023-01-04,118.059,0.0,0.0,0.0,0.0
92,185,account_b,2023-01-04 20:00:00,2023-01-04T20:59:59Z,116.886,01/04/2023,33.53,Jan,20,False,4,False,0.033530000000000004,2023-01-04,116.886,0.0,0.0,0.0,0.0
93,187,account_b,2023-01-04 21:00:00,2023-01-04T21:59:59Z,126.753,01/04/2023,29.53,Jan,21,False,4,False,0.02953,2023-01-04,126.753,0.0,0.0,0.0,0.0
94,189,account_b,2023-01-04 22:00:00,2023-01-04T22:59:59Z,133.308,01/04/2023,25.92,Jan,22,False,4,False,0.025920000000000002,2023-01-04,138.308,0.0,5.0,0.0,1.0
95,191,account_b,2023-01-04 23:00:00,2023-01-04T23:59:59Z,142.83,01/04/2023,24.35,Jan,23,False,4,False,0.02435,2023-01-04,147.83,0.0,5.0,5.0,1.0
96,193,account_b,2023-01-05 00:00:00,2023-01-05T00:59:59Z,320.988,01/05/2023,27.47,Jan,0,False,5,False,0.027469999999999998,2023-01-05,310.988,10.0,0.0,10.0,0.0
97,195,account_b,2023-01-05 01:00:00,2023-01-05T01:59:59Z,322.506,01/05/2023,24.23,Jan,1,False,5,False,0.02423,2023-01-05,327.506,0.0,5.0,0.0,1.0
98,197,account_b,2023-01-05 02:00:00,2023-01-05T02:59:59Z,303.462,01/05/2023,24.6,Jan,2,False,5,False,0.0246,2023-01-05,308.462,0.0,5.0,5.0,1.0
99,199,account_b,2023-01-05 03:00:00,2023-01-05T03:59:59Z,305.877,01/05/2023,26.72,Jan,3,False,5,False,0.026719999999999997,2023-01-05,309.377,0.0,3.5,10.0,1.0
100,201,account_b,2023-01-05 04:00:00,2023-01-05T04:59:59Z,298.425,01/05/2023,27.74,Jan,4,False,5,False,0.027739999999999997,2023-01-05,298.425,0.0,0.0,13.5,0.0
101,203,account_b,2023-01-05 05:00:00,2023-01-05T05:59:59Z,311.673,01/05/2023,34.29,Jan,5,False,5,False,0.03429,2023-01-05,311.673,0.0,0.0,13.5,0.0
102,205,account_b,2023-01-05 06:00:00,2023-01-05T06:59:59Z,308.568,01/05/2023,73.86,Jan,6,False,5,False,0.07386,2023-01-05,308.568,0.0,0.0,13.5,0.0
103,207,account_b,2023-01-05 07:00:00,2023-01-05T07:59:59Z,322.506,01/05/2023,81.2,Jan,7,False,5,False,0.08120000000000001,2023-01-05,309.006,13.5,0.0,13.5,0.0
104,209,account_b,2023-01-05 08:00:00,2023-01-05T08:59:59Z,252.54,01/05/2023,34.92,Jan,8,False,5,False,0.03492,2023-01-05,252.54,0.0,0.0,0.0,0.0
105,211,account_b,2023-01-05 09:00:00,2023-01-05T09:59:59Z,241.707,01/05/2023,27.69,Jan,9,False,5,False,0.027690000000000003,2023-01-05,241.707,0.0,0.0,0.0,0.0
106,213,account_b,2023-01-05 10:00:00,2023-01-05T10:59:59Z,234.462,01/05/2023,27.11,Jan,10,False,5,False,0.02711,2023-01-05,234.462,0.0,0.0,0.0,0.0
107,215,account_b,2023-01-05 11:00:00,2023-01-05T11:59:59Z,237.36,01/05/2023,25.33,Jan,11,False,5,False,0.02533,2023-01-05,237.36,0.0,0.0,0.0,0.0
108,217,account_b,2023-01-05 12:00:00,2023-01-05T12:59:59Z,227.907,01/05/2023,24.8,Jan,12,False,5,False,0.0248,2023-01-05,227.907,0.0,0.0,0.0,0.0
109,219,account_b,2023-01-05 13:00:00,2023-01-05T13:59:59Z,217.419,01/05/2023,22.1,Jan,13,False,5,False,0.0221,2023-01-05,217.419,0.0,0.0,0.0,0.0
110,221,account_b,2023-01-05 14:00:00,2023-01-05T14:59:59Z,212.589,01/05/2023,21.36,Jan,14,False,5,False,0.02136,2023-01-05,217.589,0.0,5.0,0.0,1.0
111,223,account_b,2023-01-05 15:00:00,2023-01-05T15:59:59Z,203.895,01/05/2023,21.46,Jan,15,False,5,False,0.02146,2023-01-05,208.895,0.0,5.0,5.0,1.0
112,225,account_b,2023-01-05 16:00:00,2023-01-05T16:59:59Z,221.352,01/05/2023,25.83,Jan,16,False,5,False,0.02583,2023-01-05,221.352,0.0,0.0,10.0,0.0
113,227,account_b,2023-01-05 17:00:00,2023-01-05T17:59:59Z,215.694,01/05/2023,54.53,Jan,17,False,5,False,0.05453,2023-01-05,205.694,10.0,0.0,10.0,0.0
114,229,account_b,2023-01-05 18:00:00,2023-01-05T18:59:59Z,245.985,01/05/2023,32.61,Jan,18,False,5,False,0.03261,2023-01-05,245.985,0.0,0.0,0.0,0.0
115,231,account_b,2023-01-05 19:00:00,2023-01-05T19:59:59Z,249.228,01/05/2023,24.36,Jan,19,False,5,False,0.02436,2023-01-05,249.228,0.0,0.0,0.0,0.0
116,233,account_b,2023-01-05 20:00:00,2023-01-05T20:59:59Z,266.34,01/05/2023,21.84,Jan,20,False,5,False,0.02184,2023-01-05,266.34,0.0,0.0,0.0,0.0
117,235,account_b,2023-01-05 21:00:00,2023-01-05T21:59:59Z,271.998,01/05/2023,20.94,Jan,21,False,5,False,0.02094,2023-01-05,271.998,0.0,0.0,0.0,0.0
118,237,account_b,2023-01-05 22:00:00,2023-01-05T22:59:59Z,272.274,01/05/2023,20.15,Jan,22,False,5,False,0.020149999999999998,2023-01-05,272.274,0.0,0.0,0.0,0.0
119,239,account_b,2023-01-05 23:00:00,2023-01-05T23:59:59Z,274.344,01/05/2023,15.14,Jan,23,False,5,False,0.01514,2023-01-05,274.344,0.0,0.0,0.0,0.0
120,241,account_b,2023-01-06 00:00:00,2023-01-06T00:59:59Z,285.522,01/06/2023,10.63,Jan,0,False,6,False,0.01063,2023-01-06,290.522,0.0,5.0,0.0,1.0
121,243,account_b,2023-01-06 01:00:00,2023-01-06T01:59:59Z,272.688,01/06/2023,9.03,Jan,1,False,6,False,0.00903,2023-01-06,277.688,0.0,5.0,5.0,1.0
122,245,account_b,2023-01-06 02:00:00,2023-01-06T02:59:59Z,280.83,01/06/2023,11.01,Jan,2,False,6,False,0.011009999999999999,2023-01-06,284.33,0.0,3.5,10.0,1.0
123,247,account_b,2023-01-06 03:00:00,2023-01-06T03:59:59Z,276.345,01/06/2023,11.45,Jan,3,False,6,False,0.01145,2023-01-06,276.345,0.0,0.0,13.5,0.0
124,249,account_b,2023-01-06 04:00:00,2023-01-06T04:59:59Z,282.486,01/06/2023,15.3,Jan,4,False,6,False,0.015300000000000001,2023-01-06,282.486,0.0,0.0,13.5,0.0
125,251,account_b,2023-01-06 05:00:00,2023-01-06T05:59:59Z,287.592,01/06/2023,23.21,Jan,5,False,6,False,0.02321,2023-01-06,287.592,0.0,0.0,13.5,0.0
126,253,account_b,2023-01-06 06:00:00,2023-01-06T06:59:59Z,299.253,01/06/2023,36.29,Jan,6,False,6,False,0.036289999999999996,2023-01-06,285.753,13.5,0.0,13.5,0.0
127,255,account_b,2023-01-06 07:00:00,2023-01-06T07:59:59Z,293.457,01/06/2023,33.65,Jan,7,False,6,False,0.03365,2023-01-06,293.457,0.0,0.0,0.0,0.0
128,257,account_b,2023-01-06 08:00:00,2023-01-06T08:59:59Z,261.096,01/06/2023,33.4,Jan,8,False,6,False,0.0334,2023-01-06,261.096,0.0,0.0,0.0,0.0
129,259,account_b,2023-01-06 09:00:00,2023-01-06T09:59:59Z,238.533,01/06/2023,26.5,Jan,9,False,6,False,0.0265,2023-01-06,238.533,0.0,0.0,0.0,0.0
130,261,account_b,2023-01-06 10:00:00,2023-01-06T10:59:59Z,224.181,01/06/2023,18.52,Jan,10,False,6,False,0.01852,2023-01-06,224.181,0.0,0.0,0.0,0.0
131,263,account_b,2023-01-06 11:00:00,2023-01-06T11:59:59Z,237.567,01/06/2023,17.78,Jan,11,False,6,False,0.01778,2023-01-06,237.567,0.0,0.0,0.0,0.0
132,265,account_b,2023-01-06 12:00:00,2023-01-06T12:59:59Z,235.221,01/06/2023,17.12,Jan,12,False,6,False,0.01712,2023-01-06,235.221,0.0,0.0,0.0,0.0
133,267,account_b,2023-01-06 13:00:00,2023-01-06T13:59:59Z,228.252,01/06/2023,16.98,Jan,13,False,6,False,0.016980000000000002,2023-01-06,231.752,0.0,3.5,0.0,1.0
134,269,account_b,2023-01-06 14:00:00,2023-01-06T14:59:59Z,218.316,01/06/2023,15.14,Jan,14,False,6,False,0.01514,2023-01-06,223.316,0.0,5.0,3.5,1.0
135,271,account_b,2023-01-06 15:00:00,2023-01-06T15:59:59Z,199.203,01/06/2023,16.05,Jan,15,False,6,False,0.016050000000000002,2023-01-06,204.203,0.0,5.0,8.5,1.0
136,273,account_b,2023-01-06 16:00:00,2023-01-06T16:59:59Z,174.501,01/06/2023,20.34,Jan,16,False,6,False,0.02034,2023-01-06,174.501,0.0,0.0,13.5,0.0
137,275,account_b,2023-01-06 17:00:00,2023-01-06T17:59:59Z,178.158,01/06/2023,45.01,Jan,17,False,6,False,0.04501,2023-01-06,164.658,13.5,0.0,13.5,0.0
138,277,account_b,2023-01-06 18:00:00,2023-01-06T18:59:59Z,179.607,01/06/2023,32.25,Jan,18,False,6,False,0.03225,2023-01-06,179.607,0.0,0.0,0.0,0.0
139,279,account_b,2023-01-06 19:00:00,2023-01-06T19:59:59Z,184.92,01/06/2023,20.54,Jan,19,False,6,False,0.02054,2023-01-06,184.92,0.0,0.0,0.0,0.0
140,281,account_b,2023-01-06 20:00:00,2023-01-06T20:59:59Z,182.298,01/06/2023,19.18,Jan,20,False,6,False,0.01918,2023-01-06,187.298,0.0,5.0,0.0,1.0
141,283,account_b,2023-01-06 21:00:00,2023-01-06T21:59:59Z,189.681,01/06/2023,19.55,Jan,21,False,6,False,0.01955,2023-01-06,188.181,1.5,0.0,5.0,0.0
142,285,account_b,2023-01-06 22:00:00,2023-01-06T22:59:59Z,185.679,01/06/2023,18.39,Jan,22,False,6,False,0.01839,2023-01-06,190.679,0.0,5.0,3.5,1.0
143,287,account_b,2023-01-06 23:00:00,2023-01-06T23:59:59Z,188.853,01/06/2023,17.92,Jan,23,False,6,False,0.017920000000000002,2023-01-06,193.853,0.0,5.0,8.5,1.0
